
6	30	537	1	10_2	0.0000	0.1400	1149
6	30	537	2	10_2	0.0000	0.0095	176
6	30	537	3	10_2	0.0000	0.0460	846
6	30	537	4	10_2	0.0000	0.0147	225
6	30	537	5	10_2	0.0000	0.0228	328
6	30	537	6	10_2	0.0000	0.0071	88
6	30	537	7	10_2	0.0000	0.0087	120
6	30	537	8	10_2	0.0000	0.0095	161
6	30	537	9	10_2	0.0000	0.0410	719
6	30	537	10	10_2	0.0000	0.0380	677
6	30	537	11	10_2	0.0000	0.0026	31
6	30	537	12	10_2	0.0000	0.0366	648
6	30	537	13	10_2	0.0000	0.0055	102
6	30	537	14	10_2	0.0000	0.0294	581
6	30	537	15	10_2	0.0000	0.0210	399
6	30	537	16	10_2	0.0000	0.0499	1016
6	30	537	17	10_2	0.0000	0.0255	487
6	30	537	18	10_2	0.0000	0.0216	448
6	30	537	19	10_2	0.0000	0.0094	181
6	30	537	20	10_2	0.0000	0.0175	343
6	30	537	21	10_2	0.0000	0.0495	738
6	30	537	22	10_2	0.0000	0.0228	411
6	30	537	23	10_2	0.0000	0.0056	95
6	30	537	24	10_2	0.0000	0.0637	1014
6	30	537	25	10_2	0.0000	0.0673	1032
6	30	537	26	10_2	0.0000	0.0159	237
6	30	537	27	10_2	0.0000	0.0139	257
6	30	537	28	10_2	0.0000	0.0381	686
6	30	537	29	10_2	0.0000	0.0089	172
6	30	537	30	10_2	0.0000	0.0120	204
6	30	537	31	10_2	0.0000	0.0662	1168
6	30	537	32	10_2	0.0000	0.0507	972
6	30	537	33	10_2	0.0000	0.0676	1172
6	30	537	34	10_2	0.0000	0.0312	592
6	30	537	35	10_2	0.0000	0.0058	111
6	30	537	36	10_2	0.0000	0.0163	279
6	30	537	37	10_2	0.0000	0.0117	186
6	30	537	38	10_2	0.0000	0.0147	258
6	30	537	39	10_2	0.0000	0.0752	1392
6	30	537	40	10_2	0.0000	0.0036	56
6	30	537	41	10_2	0.0000	0.0354	651
6	30	537	42	10_2	0.0000	0.0085	165
6	30	537	43	10_2	0.0000	0.0430	651
6	30	537	44	10_2	0.0000	0.1048	1981
6	30	537	45	10_2	0.0000	0.0018	22
6	30	537	46	10_2	0.0000	0.0442	716
6	30	537	47	10_2	0.0000	0.0262	513
6	30	537	48	10_2	0.0000	0.0135	263
6	30	537	49	10_2	0.0000	0.0418	779
6	30	537	50	10_2	0.0000	0.0072	108
6	30	537	51	10_2	0.0000	0.0435	838
6	30	537	52	10_2	0.0000	0.0292	517
6	30	537	53	10_2	0.0000	0.0498	957
6	30	537	54	10_2	0.0000	0.1118	1808
6	30	537	55	10_2	0.0000	0.0589	1133
6	30	537	56	10_2	0.0000	0.0057	97
6	30	537	57	10_2	0.0000	0.0164	297
6	30	537	58	10_2	0.0000	0.0529	958
6	30	537	59	10_2	0.0000	0.0451	827
6	30	537	60	10_2	0.0000	0.0665	1188
6	30	537	61	10_2	0.0000	0.0256	468
6	30	537	62	10_2	0.0000	0.0254	478
6	30	537	63	10_2	0.0000	0.0724	1219
6	30	537	64	10_2	0.0000	0.0068	128
6	30	537	65	10_2	0.0000	0.0415	782
6	30	537	66	10_2	0.0000	0.0810	1458
6	30	537	67	10_2	0.0000	0.0039	67
6	30	537	68	10_2	0.0000	0.0076	132
6	30	537	69	10_2	0.0000	0.0295	566
6	30	537	70	10_2	0.0000	0.0298	476
6	30	537	71	10_2	0.0000	0.0171	299
6	30	537	72	10_2	0.0000	0.0647	1233
6	30	537	73	10_2	0.0000	0.0265	476
6	30	537	74	10_2	0.0000	0.0135	242
6	30	537	75	10_2	0.0000	0.0190	362
6	30	537	76	10_2	0.0000	0.0367	624
6	30	537	77	10_2	0.0000	0.0159	289
6	30	537	78	10_2	0.0000	0.0119	220
6	30	537	79	10_2	0.0000	0.0059	105
6	30	537	80	10_2	0.0000	0.0516	958
6	30	537	81	10_2	0.0000	0.0157	295
6	30	537	82	10_2	0.0000	0.0623	1180
6	30	537	83	10_2	0.0000	0.0197	265
6	30	537	84	10_2	0.0000	0.0513	904
6	30	537	85	10_2	0.0000	0.0178	346
6	30	537	86	10_2	0.0000	0.0091	156
6	30	537	87	10_2	0.0000	0.0559	1006
6	30	537	88	10_2	0.0000	0.0827	1481
6	30	537	89	10_2	0.0000	0.0287	460
6	30	537	90	10_2	0.0000	0.0609	1038
6	30	537	91	10_2	0.0000	0.0141	264
6	30	537	92	10_2	0.0000	0.0416	695
6	30	537	93	10_2	0.0000	0.0106	165
6	30	537	94	10_2	0.0000	0.0110	166
6	30	537	95	10_2	0.0000	0.1524	2742
6	30	537	96	10_2	0.0000	0.0306	585
6	30	537	97	10_2	0.0000	0.0248	488
6	30	537	98	10_2	0.0000	0.0227	448
6	30	537	99	10_2	0.0000	0.0336	684
6	30	537	100	10_2	0.0000	0.0728	1361
