
6	30	537	1	10_2	0.0000	0.0967	1149
6	30	537	2	10_2	0.0000	0.0089	176
6	30	537	3	10_2	0.0000	0.0437	846
6	30	537	4	10_2	0.0000	0.0141	225
6	30	537	5	10_2	0.0000	0.0230	328
6	30	537	6	10_2	0.0000	0.0069	88
6	30	537	7	10_2	0.0000	0.0092	120
6	30	537	8	10_2	0.0000	0.0101	161
6	30	537	9	10_2	0.0000	0.0421	719
6	30	537	10	10_2	0.0000	0.0375	677
6	30	537	11	10_2	0.0000	0.0020	31
6	30	537	12	10_2	0.0000	0.0352	648
6	30	537	13	10_2	0.0000	0.0057	102
6	30	537	14	10_2	0.0000	0.0301	581
6	30	537	15	10_2	0.0000	0.0220	399
6	30	537	16	10_2	0.0000	0.0710	1016
6	30	537	17	10_2	0.0000	0.0350	487
6	30	537	18	10_2	0.0000	0.0274	448
6	30	537	19	10_2	0.0000	0.0101	181
6	30	537	20	10_2	0.0000	0.0179	343
6	30	537	21	10_2	0.0000	0.0411	738
6	30	537	22	10_2	0.0000	0.0218	411
6	30	537	23	10_2	0.0000	0.0075	95
6	30	537	24	10_2	0.0000	0.0552	1014
6	30	537	25	10_2	0.0000	0.0541	1032
6	30	537	26	10_2	0.0000	0.0123	237
6	30	537	27	10_2	0.0000	0.0162	257
6	30	537	28	10_2	0.0000	0.0431	686
6	30	537	29	10_2	0.0000	0.0097	172
6	30	537	30	10_2	0.0000	0.0102	204
6	30	537	31	10_2	0.0000	0.0655	1168
6	30	537	32	10_2	0.0000	0.0522	972
6	30	537	33	10_2	0.0000	0.0678	1172
6	30	537	34	10_2	0.0000	0.0302	592
6	30	537	35	10_2	0.0000	0.0057	111
6	30	537	36	10_2	0.0000	0.0145	279
6	30	537	37	10_2	0.0000	0.0104	186
6	30	537	38	10_2	0.0000	0.0171	258
6	30	537	39	10_2	0.0000	0.0733	1392
6	30	537	40	10_2	0.0000	0.0032	56
6	30	537	41	10_2	0.0000	0.0328	651
6	30	537	42	10_2	0.0000	0.0086	165
6	30	537	43	10_2	0.0000	0.0409	651
6	30	537	44	10_2	0.0000	0.1048	1981
6	30	537	45	10_2	0.0000	0.0014	22
6	30	537	46	10_2	0.0000	0.0423	716
6	30	537	47	10_2	0.0000	0.0283	513
6	30	537	48	10_2	0.0000	0.0135	263
6	30	537	49	10_2	0.0000	0.0384	779
6	30	537	50	10_2	0.0000	0.0061	108
6	30	537	51	10_2	0.0000	0.0425	838
6	30	537	52	10_2	0.0000	0.0259	517
6	30	537	53	10_2	0.0000	0.0492	957
6	30	537	54	10_2	0.0000	0.0930	1808
6	30	537	55	10_2	0.0000	0.0649	1133
6	30	537	56	10_2	0.0000	0.0070	97
6	30	537	57	10_2	0.0000	0.0159	297
6	30	537	58	10_2	0.0000	0.0541	958
6	30	537	59	10_2	0.0000	0.0424	827
6	30	537	60	10_2	0.0000	0.0650	1188
6	30	537	61	10_2	0.0000	0.0271	468
6	30	537	62	10_2	0.0000	0.0250	478
6	30	537	63	10_2	0.0000	0.0684	1219
6	30	537	64	10_2	0.0000	0.0077	128
6	30	537	65	10_2	0.0000	0.0420	782
6	30	537	66	10_2	0.0000	0.0877	1458
6	30	537	67	10_2	0.0000	0.0039	67
6	30	537	68	10_2	0.0000	0.0071	132
6	30	537	69	10_2	0.0000	0.0283	566
6	30	537	70	10_2	0.0000	0.0297	476
6	30	537	71	10_2	0.0000	0.0171	299
6	30	537	72	10_2	0.0000	0.0642	1233
6	30	537	73	10_2	0.0000	0.0249	476
6	30	537	74	10_2	0.0000	0.0129	242
6	30	537	75	10_2	0.0000	0.0181	362
6	30	537	76	10_2	0.0000	0.0391	624
6	30	537	77	10_2	0.0000	0.0159	289
6	30	537	78	10_2	0.0000	0.0142	220
6	30	537	79	10_2	0.0000	0.0062	105
6	30	537	80	10_2	0.0000	0.0509	958
6	30	537	81	10_2	0.0000	0.0153	295
6	30	537	82	10_2	0.0000	0.0629	1180
6	30	537	83	10_2	0.0000	0.0190	265
6	30	537	84	10_2	0.0000	0.0463	904
6	30	537	85	10_2	0.0000	0.0172	346
6	30	537	86	10_2	0.0000	0.0085	156
6	30	537	87	10_2	0.0000	0.0515	1006
6	30	537	88	10_2	0.0000	0.0733	1481
6	30	537	89	10_2	0.0000	0.0286	460
6	30	537	90	10_2	0.0000	0.0593	1038
6	30	537	91	10_2	0.0000	0.0157	264
6	30	537	92	10_2	0.0000	0.0387	695
6	30	537	93	10_2	0.0000	0.0090	165
6	30	537	94	10_2	0.0000	0.0108	166
6	30	537	95	10_2	0.0000	0.1557	2742
6	30	537	96	10_2	0.0000	0.0307	585
6	30	537	97	10_2	0.0000	0.0247	488
6	30	537	98	10_2	0.0000	0.0225	448
6	30	537	99	10_2	0.0000	0.0336	684
6	30	537	100	10_2	0.0000	0.0682	1361
